datestats,countrystats,overall,attack,midfield,deffense,bu_speed,bu_passing,bu_positioning,cc_crossing,cc_passing,cc_shooting,cc_positioning,aggression,preassure,avg_age
4/27/2017,Chile,79,80,80,77,64,38,Organised,42,63,64,Organised,65,59,28.87
4/27/2017,Colombia,78,79,79,76,50,49,Organised,50,50,65,Organised,55,45,26.61
4/27/2017,Turkey,78,78,79,78,40,50,Organised,45,58,58,Organised,50,45,26.48
4/27/2017,Mexico,78,79,78,74,53,54,Organised,58,68,37,Organised,58,46,27.26
4/27/2017,Denmark,78,75,78,75,55,56,Organised,58,46,50,Organised,55,66,24.83
4/27/2017,Austria,77,77,77,77,61,48,Organised,54,61,66,Organised,63,54,25.78
4/27/2017,Cote d'Ivoire,76,77,77,77,66,49,Organised,73,59,53,Organised,51,55,24.74
4/27/2017,Wales,76,76,75,76,60,44,Organised,46,53,40,Organised,53,48,25.87
4/27/2017,Sweden,76,77,76,76,49,45,Organised,64,43,37,Organised,59,42,25.74
4/27/2017,Greece,76,77,74,78,55,60,Organised,63,60,62,Organised,56,35,25.7
4/27/2017,Republic of Ireland,76,76,76,76,45,48,Organised,50,40,50,Organised,40,40,28.22
4/27/2017,Russia,76,76,75,74,45,39,Organised,55,60,33,Organised,33,30,26.48
4/27/2017,Czech Republic,75,73,76,74,47,50,Organised,56,53,52,Organised,44,47,25.3
4/27/2017,Paraguay,75,74,75,72,33,52,Organised,32,33,48,Organised,45,33,28
4/27/2017,United States,75,75,76,76,51,46,Organised,49,54,36,Free Form,63,54,26.91
4/27/2017,Scotland,74,74,75,72,40,45,Organised,55,40,55,Organised,50,40,27.61
4/27/2017,Slovenia,74,73,76,71,61,53,Organised,67,66,55,Organised,41,50,26.87
4/27/2017,Ecuador,74,74,76,71,50,64,Organised,50,65,50,Organised,45,35,27.48
4/27/2017,Romania,73,73,71,72,55,50,Organised,65,45,35,Organised,45,40,26.52
4/27/2017,Norway,73,73,74,71,63,59,Organised,52,68,61,Organised,47,33,24.91
4/27/2017,Australia,72,71,71,70,34,35,Organised,65,47,35,Organised,69,68,25.61
4/27/2017,Hungary,72,72,74,70,61,53,Organised,62,62,39,Organised,45,47,25.74
4/27/2017,Egypt,72,76,71,69,54,55,Organised,53,46,65,Organised,37,37,26.57
4/27/2017,South Africa,72,70,72,72,39,37,Organised,66,51,57,Organised,45,55,26.83
4/27/2017,Venezuela,72,75,71,71,32,33,Organised,38,32,32,Organised,44,33,23.04
4/27/2017,Northern Ireland,71,70,72,72,57,55,Organised,45,50,62,Organised,50,40,27.52
4/27/2017,Cameroon,71,71,73,71,40,31,Organised,68,58,50,Organised,54,57,24.3
4/27/2017,Finland,70,71,69,70,56,48,Organised,53,47,53,Organised,35,33,25.48
4/27/2017,Peru,70,72,69,68,50,64,Organised,50,65,50,Organised,45,35,24.7
4/27/2017,Bulgaria,70,69,70,69,54,54,Organised,63,62,33,Organised,34,48,26.39
4/27/2017,Canada,68,69,69,65,50,50,Organised,50,35,50,Organised,55,55,25.17
4/27/2017,Bolivia,67,71,67,66,48,62,Organised,32,66,37,Organised,45,34,27.61
4/27/2017,China PR,64,66,64,60,61,48,Organised,53,37,39,Organised,51,49,25.39
4/27/2017,India,60,63,59,58,35,51,Organised,36,53,55,Organised,37,33,24.91
3/30/2017,Spain,85,86,85,85,41,38,Organised,41,38,57,Free Form,45,41,26.74
3/30/2017,Germany,85,82,85,83,63,42,Organised,48,48,63,Organised,58,52,24.65
3/30/2017,Belgium,84,85,83,84,41,38,Organised,33,36,46,Free Form,56,58,26.09
3/30/2017,Brazil,84,87,82,85,62,48,Organised,42,57,54,Organised,37,61,26.57
3/30/2017,Italy,83,81,81,85,52,54,Organised,60,42,42,Organised,44,34,26.09
3/30/2017,Portugal,83,85,82,82,57,34,Organised,52,34,48,Free Form,47,47,26.22
3/30/2017,Argentina,83,87,83,80,32,39,Organised,36,34,68,Free Form,64,60,27.7
3/30/2017,France,83,82,83,81,52,36,Organised,57,49,52,Organised,55,52,24.74
3/30/2017,England,82,85,81,81,54,56,Organised,67,56,51,Organised,47,43,24.91
3/30/2017,Netherlands,81,81,81,80,45,37,Organised,52,55,39,Organised,50,48,25.3
3/30/2017,Chile,79,80,80,77,64,38,Organised,42,63,64,Organised,65,59,28.7
3/30/2017,Poland,79,82,77,77,55,35,Free Form,47,36,56,Free Form,56,37,27.17
3/30/2017,Uruguay,79,85,76,80,36,55,Organised,34,51,37,Organised,56,44,28.09
3/30/2017,Mexico,78,79,79,74,53,54,Organised,58,68,37,Organised,58,46,27.26
3/30/2017,Turkey,78,78,79,78,40,50,Organised,45,58,58,Organised,50,45,26.48
3/30/2017,Switzerland,78,75,78,78,62,52,Organised,59,59,43,Organised,45,51,26.13
3/30/2017,Denmark,78,77,80,75,55,56,Organised,58,46,50,Organised,55,66,24.43
3/30/2017,Colombia,78,79,78,76,50,49,Organised,50,50,65,Organised,55,45,26.61
3/30/2017,Austria,77,77,77,77,61,48,Organised,54,61,66,Organised,63,54,25.78
3/30/2017,Wales,76,76,76,76,60,44,Organised,46,53,40,Organised,53,48,25.87
3/30/2017,Cote d'Ivoire,76,77,76,76,66,49,Organised,73,59,53,Organised,51,55,24.74
3/30/2017,United States,76,74,76,76,51,46,Organised,49,54,36,Free Form,63,54,26.96
3/30/2017,Sweden,76,77,76,76,49,45,Organised,64,43,37,Organised,59,42,25.74
3/30/2017,Greece,76,77,74,78,55,60,Organised,63,60,62,Organised,56,35,25.7
3/30/2017,Republic of Ireland,76,77,76,76,45,48,Organised,50,40,50,Organised,40,40,28.22
3/30/2017,Russia,76,76,75,74,45,39,Organised,55,60,33,Organised,33,30,26.48
3/30/2017,Paraguay,75,74,75,71,33,52,Organised,32,33,48,Organised,45,33,28.13
3/30/2017,Czech Republic,75,72,75,74,47,50,Organised,56,53,52,Organised,44,47,25.3
3/30/2017,Ecuador,74,75,75,71,50,64,Organised,50,65,50,Organised,45,35,27.57
3/30/2017,Slovenia,74,73,76,71,61,53,Organised,67,66,55,Organised,41,50,26.87
3/30/2017,Scotland,74,74,75,72,40,45,Organised,55,40,55,Organised,50,40,27.61
3/30/2017,Romania,73,73,71,72,55,50,Organised,65,45,35,Organised,45,40,26.52
3/30/2017,Norway,73,72,75,71,63,59,Organised,52,68,61,Organised,47,33,24.91
3/30/2017,Venezuela,72,75,71,72,32,33,Organised,38,32,32,Organised,44,33,23.04
3/30/2017,Egypt,72,76,70,69,54,55,Organised,53,46,65,Organised,37,37,26.57
3/30/2017,South Africa,72,70,72,71,39,37,Organised,66,51,57,Organised,45,55,26.83
3/30/2017,Hungary,72,72,74,70,61,53,Organised,62,62,39,Organised,45,47,25.74
3/30/2017,Australia,72,70,71,70,34,35,Organised,65,47,35,Organised,69,68,25.61
3/30/2017,Northern Ireland,71,70,72,72,57,55,Organised,45,50,62,Organised,50,40,27.52
3/30/2017,Cameroon,71,70,73,71,40,31,Organised,68,58,50,Organised,54,57,24.3
3/30/2017,Peru,70,71,70,68,50,64,Organised,50,65,50,Organised,45,35,24.7
3/30/2017,Finland,70,71,69,70,56,48,Organised,53,47,53,Organised,35,33,25.48
3/30/2017,Bulgaria,70,69,70,69,54,54,Organised,63,62,33,Organised,34,48,26.39
3/30/2017,Canada,68,69,72,67,50,50,Organised,50,35,50,Organised,55,55,27
3/30/2017,Bolivia,67,71,67,65,48,62,Organised,32,66,37,Organised,45,34,27.91
3/30/2017,China PR,64,66,64,60,61,48,Organised,53,37,39,Organised,51,49,25.39
3/30/2017,India,60,63,59,58,35,51,Organised,36,53,55,Organised,37,33,24.57
2/27/2017,Spain,85,83,85,86,41,38,Organised,41,38,57,Free Form,45,41,27.39
2/27/2017,Germany,85,82,85,84,63,42,Organised,48,48,63,Organised,58,52,24.7
2/27/2017,Brazil,84,87,82,85,62,48,Organised,42,57,54,Organised,37,61,26.65
2/27/2017,France,84,84,84,82,52,36,Organised,57,49,52,Organised,55,52,25.78
2/27/2017,Belgium,83,84,82,84,41,38,Organised,33,36,46,Free Form,56,58,26.09
2/27/2017,Argentina,83,88,82,80,32,39,Organised,36,34,68,Free Form,64,60,27.43
2/27/2017,Portugal,83,85,82,82,57,34,Organised,52,34,48,Free Form,47,47,26
2/27/2017,England,82,84,82,81,54,56,Organised,67,56,51,Organised,47,43,25.39
2/27/2017,Italy,82,80,81,84,52,54,Organised,60,42,42,Organised,44,34,26.35
2/27/2017,Uruguay,80,85,76,80,36,55,Organised,34,51,37,Organised,56,44,27.22
2/27/2017,Netherlands,80,80,81,80,45,37,Organised,52,55,39,Organised,50,48,25.3
2/27/2017,Switzerland,79,75,78,79,62,52,Organised,59,59,43,Organised,45,51,25.57
2/27/2017,Poland,79,82,77,77,55,35,Free Form,47,36,56,Free Form,56,37,27.65
2/27/2017,Mexico,79,79,80,77,53,54,Organised,58,68,37,Organised,58,46,27.43
2/27/2017,Chile,79,80,80,77,64,38,Organised,42,63,64,Organised,65,59,28.65
2/27/2017,Turkey,78,78,79,78,40,50,Organised,45,58,58,Organised,50,45,26.43
2/27/2017,Denmark,78,76,79,76,55,56,Organised,58,46,50,Organised,55,66,24.39
2/27/2017,Colombia,78,80,79,76,50,49,Organised,50,50,65,Organised,55,45,26.52
2/27/2017,Austria,77,76,79,76,61,48,Organised,54,61,66,Organised,63,54,26.17
2/27/2017,Russia,77,79,77,76,45,39,Organised,55,60,33,Organised,33,30,26.17
2/27/2017,Wales,76,81,75,76,60,44,Organised,46,53,40,Organised,53,48,26.57
2/27/2017,Cote d'Ivoire,76,76,77,76,66,49,Organised,73,59,53,Organised,51,55,24.74
2/27/2017,Republic of Ireland,76,77,76,76,45,48,Organised,50,40,50,Organised,40,40,28.3
2/27/2017,Sweden,75,77,76,76,49,45,Organised,64,43,37,Organised,59,42,25.61
2/27/2017,Greece,75,77,73,77,55,60,Organised,63,60,62,Organised,56,35,25.57
2/27/2017,United States,75,74,75,76,51,46,Organised,49,54,36,Free Form,63,54,26.96
2/27/2017,Paraguay,75,75,75,73,33,52,Organised,32,33,48,Organised,45,33,28.39
2/27/2017,Norway,74,73,74,73,63,59,Organised,52,68,61,Organised,47,33,26
2/27/2017,Czech Republic,74,76,72,74,47,50,Organised,56,53,52,Organised,44,47,24.87
2/27/2017,Venezuela,74,74,76,73,32,33,Organised,38,32,32,Organised,44,33,24.26
2/27/2017,Scotland,74,73,75,72,40,45,Organised,55,40,55,Organised,50,40,27.57
2/27/2017,Ecuador,74,75,75,71,50,64,Organised,50,65,50,Organised,45,35,27.22
2/27/2017,Slovenia,74,73,76,71,61,53,Organised,67,66,55,Organised,41,50,26.87
2/27/2017,Romania,73,75,73,70,55,50,Organised,65,45,35,Organised,45,40,26.48
2/27/2017,Australia,72,71,72,69,34,35,Organised,65,47,35,Organised,69,68,25.26
2/27/2017,Egypt,72,72,72,69,54,55,Organised,53,46,65,Organised,37,37,26.91
2/27/2017,South Africa,72,66,72,71,39,37,Organised,66,51,57,Organised,45,55,26.96
2/27/2017,Hungary,72,73,73,70,61,53,Organised,62,62,39,Organised,45,47,26.35
2/27/2017,Northern Ireland,71,69,72,72,57,55,Organised,45,50,62,Organised,50,40,27.52
2/27/2017,Finland,71,71,70,69,56,48,Organised,53,47,53,Organised,35,33,26.48
2/27/2017,Cameroon,71,73,69,71,40,31,Organised,68,58,50,Organised,54,57,24.3
2/27/2017,Bulgaria,70,69,70,69,54,54,Organised,63,62,33,Organised,34,48,26.7
2/27/2017,Peru,69,69,69,68,50,64,Organised,50,65,50,Organised,45,35,25.22
2/27/2017,Canada,68,69,72,67,50,50,Organised,50,35,50,Organised,55,55,27
2/27/2017,Bolivia,68,71,68,66,48,62,Organised,32,66,37,Organised,45,34,29.09
2/27/2017,China PR,64,66,64,60,61,48,Organised,53,37,39,Organised,51,49,25.39
2/27/2017,India,60,62,57,58,35,51,Organised,36,53,55,Organised,37,33,24.43
1/30/2017,Spain,85,83,85,86,41,38,Organised,41,38,57,Free Form,45,41,27.39
1/30/2017,Germany,85,82,85,84,63,42,Organised,48,48,63,Organised,58,52,24.7
1/30/2017,Brazil,84,86,82,85,62,48,Organised,42,57,54,Organised,37,61,27.22
1/30/2017,France,84,84,84,82,48,36,Organised,52,49,52,Organised,55,52,25.78
1/30/2017,Belgium,83,84,82,84,41,38,Organised,33,36,46,Free Form,56,58,26.09
1/30/2017,Argentina,83,88,82,80,32,39,Organised,36,34,68,Free Form,64,60,27.43
1/30/2017,Portugal,83,85,82,81,57,35,Organised,52,34,48,Free Form,47,47,26
1/30/2017,England,82,84,81,81,54,56,Organised,67,56,51,Organised,47,43,25.39
1/30/2017,Italy,82,80,81,84,52,54,Organised,60,42,42,Organised,44,34,26.35
1/30/2017,Uruguay,80,85,76,80,36,55,Organised,34,51,37,Organised,56,44,27.22
1/30/2017,Netherlands,80,79,81,80,45,37,Organised,52,55,39,Organised,50,48,25.3
1/30/2017,Mexico,79,79,80,77,53,54,Organised,58,68,37,Organised,58,46,27.43
1/30/2017,Chile,79,80,80,77,64,38,Organised,42,63,64,Organised,65,59,28.65
1/30/2017,Denmark,78,76,79,76,55,56,Organised,58,46,50,Organised,55,66,24.39
1/30/2017,Turkey,78,78,79,77,40,50,Organised,45,58,58,Organised,50,45,26.26
1/30/2017,Switzerland,78,74,78,79,62,52,Organised,59,59,43,Organised,45,51,25.57
1/30/2017,Colombia,78,80,80,76,50,49,Organised,50,50,65,Organised,55,45,26.57
1/30/2017,Poland,78,82,76,78,55,35,Free Form,47,36,56,Free Form,56,37,27.65
1/30/2017,Austria,77,76,79,76,61,48,Organised,54,61,66,Organised,63,54,26.17
1/30/2017,Russia,77,78,77,77,45,39,Organised,55,60,33,Organised,33,30,26.39
1/30/2017,Cote d'Ivoire,76,76,77,76,66,49,Organised,73,59,53,Organised,51,55,24.74
1/30/2017,Wales,76,81,75,76,60,44,Organised,46,53,40,Organised,53,48,26.57
1/30/2017,Greece,76,75,74,77,55,60,Organised,63,60,62,Organised,56,35,25.57
1/30/2017,Republic of Ireland,76,77,76,76,45,48,Organised,50,40,50,Organised,40,40,28.3
1/30/2017,Sweden,75,77,76,76,49,45,Organised,64,43,37,Organised,59,42,25.61
1/30/2017,United States,75,74,75,75,41,46,Organised,49,54,36,Free Form,58,38,26.43
1/30/2017,Paraguay,75,75,75,73,33,52,Organised,32,33,48,Organised,45,33,28.39
1/30/2017,Norway,74,73,74,73,63,59,Organised,52,68,61,Organised,47,33,26
1/30/2017,Czech Republic,74,73,74,74,47,50,Organised,56,53,52,Organised,44,47,25.52
1/30/2017,Venezuela,74,75,76,73,32,33,Organised,38,32,32,Organised,44,33,24.39
1/30/2017,Scotland,74,74,75,72,40,45,Organised,55,40,55,Organised,50,40,27.57
1/30/2017,Ecuador,74,75,75,71,50,64,Organised,50,65,50,Organised,45,35,27.22
1/30/2017,Slovenia,74,75,75,72,61,53,Organised,67,66,55,Organised,41,50,26.87
1/30/2017,Romania,73,75,73,70,55,50,Organised,65,45,35,Organised,45,40,26.48
1/30/2017,Australia,72,71,72,69,34,35,Organised,65,47,35,Organised,69,68,25.26
1/30/2017,Egypt,72,73,72,70,54,55,Organised,53,46,65,Organised,37,37,27.3
1/30/2017,South Africa,72,66,72,71,39,37,Organised,66,51,57,Organised,45,55,26.96
1/30/2017,Hungary,72,73,73,70,61,53,Organised,62,62,39,Organised,45,47,26.35
1/30/2017,Northern Ireland,71,69,72,72,57,55,Organised,45,50,62,Organised,50,40,27.52
1/30/2017,Finland,71,71,70,69,56,48,Organised,53,47,53,Organised,35,33,26.48
1/30/2017,Cameroon,70,73,68,70,40,31,Organised,68,58,50,Organised,54,57,24.3
1/30/2017,Bulgaria,70,69,70,69,54,54,Organised,63,62,33,Organised,34,48,26.7
1/30/2017,Peru,69,69,70,68,50,64,Organised,50,65,50,Organised,45,35,25.17
1/30/2017,Canada,68,69,72,67,50,50,Organised,50,35,50,Organised,55,55,27
1/30/2017,Bolivia,68,71,68,66,48,62,Organised,32,66,37,Organised,45,34,29.09
1/30/2017,China PR,64,62,63,60,61,48,Organised,53,37,39,Organised,51,49,25.04
1/30/2017,India,60,62,57,58,35,51,Organised,36,53,55,Organised,37,33,24.43
8/22/2016,Germany,84,78,83,82,63,40,Organised,48,48,63,Organised,57,44,23.96
8/22/2016,Spain,84,81,85,83,41,38,Organised,41,38,57,Free Form,47,37,26.7
8/22/2016,Brazil,83,85,80,84,62,48,Organised,42,57,54,Organised,37,61,26
8/22/2016,Argentina,82,88,80,77,32,39,Organised,36,34,68,Free Form,55,60,27.3
8/22/2016,France,82,82,82,80,48,36,Organised,52,49,52,Organised,46,36,26.35
8/22/2016,Belgium,81,80,82,77,33,36,Organised,33,36,46,Free Form,56,58,25.04
8/22/2016,Portugal,81,85,80,79,55,31,Organised,52,30,48,Free Form,47,47,26.87
8/22/2016,Italy,81,79,79,84,52,54,Organised,60,42,42,Organised,44,34,27.52
8/22/2016,England,80,81,79,80,54,56,Organised,67,56,51,Organised,47,43,24.22
8/22/2016,Netherlands,79,81,78,77,45,37,Organised,52,55,39,Organised,50,48,24.26
8/22/2016,Switzerland,78,76,77,78,62,52,Organised,59,59,43,Organised,45,51,24.7
8/22/2016,Uruguay,78,84,75,77,36,55,Organised,34,51,37,Organised,56,44,27.26
8/22/2016,Turkey,77,77,78,76,40,50,Organised,45,58,58,Organised,50,45,25.48
8/22/2016,Chile,77,80,77,75,64,35,Organised,44,68,50,Organised,65,35,27.52
8/22/2016,Mexico,77,76,79,76,53,54,Organised,58,68,37,Organised,58,46,26.7
8/22/2016,Russia,77,78,76,77,65,53,Organised,61,62,57,Organised,47,47,27.65
8/22/2016,Colombia,76,75,77,75,50,49,Organised,50,50,65,Organised,55,45,24.91
8/22/2016,Cote d'Ivoire,76,78,77,71,66,49,Organised,73,59,53,Organised,51,55,26
8/22/2016,Poland,76,82,75,74,55,35,Free Form,47,36,56,Free Form,56,37,26.22
8/22/2016,Denmark,76,74,77,75,55,59,Organised,51,38,49,Organised,55,66,25.13
8/22/2016,Austria,75,73,77,76,61,48,Organised,30,61,66,Organised,63,54,26.39
8/22/2016,Republic of Ireland,75,75,74,75,45,45,Organised,50,40,50,Organised,40,40,28.22
8/22/2016,Czech Republic,75,73,75,73,47,50,Organised,56,53,52,Organised,44,47,27.48
8/22/2016,Greece,75,76,72,76,55,60,Organised,63,60,62,Organised,56,35,25.57
8/22/2016,Wales,74,74,74,73,60,44,Organised,46,53,40,Organised,53,48,25.48
8/22/2016,Sweden,74,76,73,74,49,45,Organised,64,33,37,Organised,59,42,26
8/22/2016,Scotland,74,76,74,72,40,45,Organised,55,40,55,Organised,50,40,28.09
8/22/2016,United States,74,74,74,73,41,46,Organised,49,54,36,Free Form,51,38,26.39
8/22/2016,Cameroon,73,69,69,77,40,44,Organised,68,58,50,Organised,48,57,24.48
8/22/2016,Ecuador,73,74,72,69,50,64,Organised,50,65,50,Organised,45,35,26.96
8/22/2016,Paraguay,73,73,71,71,33,52,Organised,32,33,48,Organised,45,33,25.52
8/22/2016,Norway,73,70,72,71,63,59,Organised,52,68,61,Organised,47,33,24.39
8/22/2016,Slovenia,73,70,73,72,51,53,Organised,67,66,45,Organised,36,46,25.52
8/22/2016,Romania,73,71,72,73,55,50,Organised,65,40,35,Organised,45,35,27.39
8/22/2016,Australia,72,71,72,69,40,42,Organised,65,50,35,Organised,60,52,25.13
8/22/2016,Hungary,71,73,70,68,52,53,Organised,55,62,42,Organised,47,47,25.78
8/22/2016,Venezuela,71,72,72,70,32,33,Organised,38,32,32,Organised,44,33,23.74
8/22/2016,South Africa,71,67,71,72,39,37,Organised,66,51,57,Organised,45,55,25.78
8/22/2016,Northern Ireland,70,68,69,69,57,55,Organised,45,50,62,Organised,50,40,26.87
8/22/2016,Finland,70,66,71,67,56,58,Organised,53,47,53,Organised,35,33,25.61
8/22/2016,Egypt,69,69,69,67,54,55,Organised,53,46,65,Organised,37,37,26
8/22/2016,China PR,69,70,67,66,61,48,Organised,53,37,39,Organised,51,49,26.43
8/22/2016,Bulgaria,69,69,70,68,54,54,Organised,63,62,33,Organised,32,48,25.74
8/22/2016,Peru,68,69,66,67,50,64,Organised,50,65,50,Organised,45,35,24.78
8/22/2016,Canada,67,68,69,65,50,50,Organised,50,35,50,Organised,55,55,26.43
8/22/2016,Bolivia,65,61,65,65,33,62,Organised,32,66,37,Organised,45,34,25.91
8/22/2016,New Zealand,64,66,61,66,44,65,Organised,65,50,35,Organised,53,30,23.48
8/22/2016,India,58,61,56,57,35,51,Organised,36,53,55,Organised,37,33,24.22
8/26/2016,Germany,84,78,83,82,63,40,Organised,48,48,63,Organised,57,44,23.96
8/26/2016,Spain,84,81,85,83,41,38,Organised,41,38,57,Free Form,47,37,26.7
8/26/2016,Brazil,83,84,80,83,62,48,Organised,42,57,54,Organised,37,61,26.09
8/26/2016,Argentina,82,88,80,77,32,39,Organised,36,34,68,Free Form,55,60,27.3
8/26/2016,France,82,82,82,80,48,36,Organised,52,49,52,Organised,46,36,26.35
8/26/2016,Belgium,81,80,82,77,33,36,Organised,33,36,46,Free Form,56,58,25.04
8/26/2016,Portugal,81,85,80,79,55,31,Organised,52,30,48,Free Form,47,47,26.87
8/26/2016,Italy,81,79,79,84,52,54,Organised,60,42,42,Organised,44,34,27.52
8/26/2016,England,80,81,79,80,54,56,Organised,67,56,51,Organised,47,43,24.22
8/26/2016,Netherlands,79,81,78,77,45,37,Organised,52,55,39,Organised,50,48,24.26
8/26/2016,Switzerland,78,76,77,78,62,52,Organised,59,59,43,Organised,45,51,24.7
8/26/2016,Uruguay,78,84,75,77,36,55,Organised,34,51,37,Organised,56,44,27.22
8/26/2016,Turkey,77,77,78,76,40,50,Organised,45,58,58,Organised,50,45,25.48
8/26/2016,Chile,77,80,77,75,64,35,Organised,44,68,50,Organised,65,35,27.52
8/26/2016,Mexico,77,76,79,76,53,54,Organised,58,68,37,Organised,58,46,26.7
8/26/2016,Russia,77,78,76,77,65,53,Organised,61,62,57,Organised,47,47,27.65
8/26/2016,Colombia,76,75,77,75,50,49,Organised,50,50,65,Organised,55,45,24.91
8/26/2016,Cote d'Ivoire,76,78,77,71,66,49,Organised,73,59,53,Organised,51,55,26
8/26/2016,Denmark,76,74,77,75,55,59,Organised,51,38,49,Organised,55,66,25.13
8/26/2016,Poland,76,82,75,74,55,35,Free Form,47,36,56,Free Form,56,37,26.22
8/26/2016,Austria,75,73,77,76,61,48,Organised,30,61,66,Organised,63,54,26.39
8/26/2016,Czech Republic,75,73,74,73,47,50,Organised,56,53,52,Organised,44,47,27.39
8/26/2016,United States,75,74,75,73,41,46,Organised,49,54,36,Free Form,51,38,26.39
8/26/2016,Greece,75,76,72,76,55,60,Organised,63,60,62,Organised,56,35,25.57
8/26/2016,Republic of Ireland,75,75,74,75,45,45,Organised,50,40,50,Organised,40,40,28.22
8/26/2016,Sweden,74,76,73,74,49,45,Organised,64,33,37,Organised,59,42,26
8/26/2016,Scotland,74,76,74,72,40,45,Organised,55,40,55,Organised,50,40,28.09
8/26/2016,Wales,74,74,74,73,60,44,Organised,46,53,40,Organised,53,48,25.87
8/26/2016,Cameroon,73,69,69,77,40,44,Organised,68,58,50,Organised,48,57,24.48
8/26/2016,Ecuador,73,74,72,69,50,64,Organised,50,65,50,Organised,45,35,26.96
8/26/2016,Paraguay,73,73,71,71,33,52,Organised,32,33,48,Organised,45,33,25.52
8/26/2016,Norway,73,70,72,71,63,59,Organised,52,68,61,Organised,47,33,24.39
8/26/2016,Slovenia,73,70,73,72,51,53,Organised,67,66,45,Organised,36,46,25.52
8/26/2016,Romania,73,71,72,73,55,50,Organised,65,40,35,Organised,45,35,27.39
8/26/2016,Australia,72,71,72,69,40,42,Organised,65,50,35,Organised,60,52,25.13
8/26/2016,Hungary,71,73,70,68,52,53,Organised,55,62,42,Organised,47,47,25.78
8/26/2016,Venezuela,71,72,72,70,32,33,Organised,38,32,32,Organised,44,33,23.74
8/26/2016,South Africa,71,67,71,72,39,37,Organised,66,51,57,Organised,45,55,25.78
8/26/2016,Northern Ireland,70,68,69,69,57,55,Organised,45,50,62,Organised,50,40,26.87
8/26/2016,Finland,70,66,71,67,56,58,Organised,53,47,53,Organised,35,33,25.61
8/26/2016,Egypt,69,69,69,67,54,55,Organised,53,46,65,Organised,37,37,26
8/26/2016,China PR,69,70,67,66,61,48,Organised,53,37,39,Organised,51,49,26.43
8/26/2016,Bulgaria,69,69,70,68,54,54,Organised,63,62,33,Organised,32,48,25.74
8/26/2016,Peru,68,69,66,67,50,64,Organised,50,65,50,Organised,45,35,24.78
8/26/2016,Canada,67,68,69,65,50,50,Organised,50,35,50,Organised,55,55,26.43
8/26/2016,Bolivia,65,61,65,65,33,62,Organised,32,66,37,Organised,45,34,25.91
8/26/2016,New Zealand,64,66,61,66,44,65,Organised,65,50,35,Organised,53,30,23.48
8/26/2016,India,58,61,56,57,35,51,Organised,36,53,55,Organised,37,33,24.22
7/28/2016,Germany,84,79,83,82,63,40,Organised,48,48,63,Organised,57,44,24.39
7/28/2016,Spain,84,81,85,83,41,38,Organised,41,38,57,Free Form,47,37,26.7
7/28/2016,Brazil,83,84,80,83,62,48,Organised,42,57,54,Organised,37,61,26.09
7/28/2016,France,82,82,82,80,48,36,Organised,52,49,52,Organised,46,36,26.35
7/28/2016,Argentina,82,88,80,77,32,39,Organised,36,34,68,Free Form,55,60,27.3
7/28/2016,Italy,81,79,79,84,52,54,Organised,60,42,42,Organised,44,34,27.52
7/28/2016,England,81,81,79,80,54,56,Organised,67,56,51,Organised,47,43,24.43
7/28/2016,Belgium,81,80,82,77,33,36,Organised,33,36,46,Free Form,56,58,25.04
7/28/2016,Portugal,81,85,80,79,55,31,Organised,52,30,48,Free Form,47,47,26.87
7/28/2016,Netherlands,79,81,78,77,45,37,Organised,52,55,39,Organised,50,48,24.26
7/28/2016,Switzerland,78,76,77,78,62,52,Organised,59,59,43,Organised,45,51,24.7
7/28/2016,Uruguay,78,84,75,77,36,55,Organised,34,51,37,Organised,56,44,27.22
7/28/2016,Turkey,77,77,78,76,40,50,Organised,45,58,58,Organised,50,45,25.48
7/28/2016,Russia,77,78,76,77,65,53,Organised,61,62,57,Organised,47,47,27.65
7/28/2016,Mexico,77,76,79,76,53,54,Organised,58,68,37,Organised,58,46,26.7
7/28/2016,Chile,77,80,77,75,64,35,Organised,44,68,50,Organised,65,35,27.52
7/28/2016,Colombia,76,75,77,75,50,49,Organised,50,50,65,Organised,55,45,24.91
7/28/2016,Cote d'Ivoire,76,78,77,71,66,49,Organised,73,59,53,Organised,51,55,26
7/28/2016,Poland,76,82,75,74,55,35,Free Form,47,36,56,Free Form,56,37,26.22
7/28/2016,Denmark,76,74,77,75,55,59,Organised,51,38,49,Organised,55,66,25.13
7/28/2016,Austria,75,73,77,76,61,48,Organised,30,61,66,Organised,63,54,26.39
7/28/2016,United States,75,74,75,73,41,46,Organised,49,54,36,Free Form,51,38,26.39
7/28/2016,Czech Republic,75,73,74,73,47,50,Organised,56,53,52,Organised,44,47,27.74
7/28/2016,Sweden,75,80,73,73,49,45,Organised,64,33,37,Organised,59,42,26.65
7/28/2016,Greece,75,76,72,76,55,60,Organised,63,60,62,Organised,56,35,25.57
7/28/2016,Republic of Ireland,75,76,74,75,45,45,Organised,50,40,50,Organised,40,40,28.39
7/28/2016,Wales,74,74,74,73,60,44,Organised,46,53,40,Organised,53,48,25.87
7/28/2016,Scotland,74,76,74,72,40,45,Organised,55,40,55,Organised,50,40,28.22
7/28/2016,Cameroon,73,69,69,77,40,44,Organised,68,58,50,Organised,48,57,24.48
7/28/2016,Paraguay,73,73,71,71,33,52,Organised,32,33,48,Organised,45,33,25.52
7/28/2016,Romania,73,71,72,73,55,50,Organised,65,40,35,Organised,45,35,27.39
